TableName,LineNumber,ParentLineNumber,Tier,Path,LineDescription,SeriesCode,DatasetName,MetaDataUpdated,NextReleaseDate,ReleaseDate,RowNumber,TableID
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",24,,0,24,Less: Receipts from sales of goods and services by nonprofit institutions,DNPSRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T20306
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",25,,0,25,Residual,D236RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,T20306
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",26,,0,26,PCE excluding food and energy,DPCCRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,270,T20306
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",27,,0,27,Energy goods and services,DNRGRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,280,T20306
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",28,,0,28,Market-based PCE,DPCMRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,290,T20306
"Table 2.3.6. Real Personal Consumption Expenditures by Major Type of Product, Chained Dollars",29,,0,29,Market-based PCE excluding food and energy,DPCXRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,300,T20306
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,1,,0,1,Personal consumption expenditures (PCE),DPCERV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,10,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,2,,0,2,Goods,DGDSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,3,,0,3,Durable goods,DDURRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,30,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,4,,0,4,Motor vehicles and parts,DMOTRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,40,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,5,,0,5,Furnishings and durable household equipment,DFDHRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,6,,0,6,Recreational goods and vehicles,DREQRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,7,,0,7,Other durable goods,DODGRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,8,,0,8,Nondurable goods,DNDGRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,9,,0,9,Food and beverages purchased for off-premises consumption,DFXARV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,10,,0,10,Clothing and footwear,DCLORV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,11,,0,11,Gasoline and other energy goods,DGOERV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,12,,0,12,Other nondurable goods,DONGRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,13,,0,13,Services,DSERRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,14,,0,14,Household consumption expenditures (for services),DHCERV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,15,,0,15,Housing and utilities,DHUTRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,16,,0,16,Health care,DHLCRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,17,,0,17,Transportation services,DTRSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,18,,0,18,Recreation services,DRCARV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,180,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,19,,0,19,Food services and accommodations,DFSARV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,190,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,20,,0,20,Financial services and insurance,DIFSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,21,,0,21,Other services,DOTSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,22,,0,22,Final consumption expenditures of nonprofit institutions serving households (NPISHs),DNPIRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,23,,0,23,Gross output of nonprofit institutions,DNPERV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,24,,0,24,Less: Receipts from sales of goods and services by nonprofit institutions,DNPSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,25,,0,25,PCE excluding food and energy,DPCCRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,26,,0,26,Energy goods and services,DNRGRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,270,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,27,,0,27,Market-based PCE,DPCMRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,280,T20307
Table 2.3.7. Percent Change From Preceding Period in Prices for Personal Consumption Expenditures by Major Type of Product,28,,0,28,Market-based PCE excluding food and energy,DPCXRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,290,T20307
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",1,,0,1,Personal consumption expenditures,DPCERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,10,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",2,,0,2,Goods,DGDSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,20,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",3,,0,3,Durable goods,DDURRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,30,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",4,,0,4,Motor vehicles and parts,DMOTRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,40,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",5,,0,5,New motor vehicles (55),DNMVRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,50,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",6,,0,6,Net purchases of used motor vehicles (56),DNPVRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,60,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",7,,0,7,Motor vehicle parts and accessories (58),DMVPRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,70,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",8,,0,8,Furnishings and durable household equipment,DFDHRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,80,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",9,,0,9,Furniture and furnishings (parts of 31 and 32),DFFFRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,90,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",10,,0,10,Household appliances (part of 33),DAPPRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,100,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",11,,0,11,"Glassware, tableware, and household utensils (34)",DUTERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,110,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",12,,0,12,Tools and equipment for house and garden (35),DTOORA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,120,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",13,,0,13,Recreational goods and vehicles,DREQRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,130,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",14,,0,14,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",DVAPRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,140,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",15,,0,15,"Sporting equipment, supplies, guns, and ammunition (part of 80)",DSPGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,150,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",16,,0,16,Sports and recreational vehicles (79),DWHLRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,160,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",17,,0,17,Recreational books (part of 90),DRBKRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,170,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",18,,0,18,Musical instruments (part of 80),DMSCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,180,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",19,,0,19,Other durable goods,DODGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,190,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",20,,0,20,Jewelry and watches (part of 119),DJRYRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,200,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",21,,0,21,Therapeutic appliances and equipment (42),DTAERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,210,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",22,,0,22,Educational books (96),DEBKRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,220,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",23,,0,23,Luggage and similar personal items (part of 119),DLUGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,230,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",24,,0,24,Telephone and related communication equipment,DTCERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,240,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",25,,0,25,Nondurable goods,DNDGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,250,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",26,,0,26,Food and beverages purchased for off-premises consumption,DFXARA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,260,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",27,,0,27,Food and nonalcoholic beverages purchased for off-premises consumption (4),DTFDRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,270,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",28,,0,28,Alcoholic beverages purchased for off-premises consumption (5),DAOPRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,280,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",29,,0,29,Food produced and consumed on farms (6),DFFDRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,290,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",30,,0,30,Clothing and footwear,DCLORA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,300,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",31,,0,31,Garments,DGARRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,310,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",32,,0,32,Women's and girls' clothing (10),DWGCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,320,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",33,,0,33,Men's and boys' clothing (11),DMBCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,330,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",34,,0,34,Children's and infants' clothing (12),DCICRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,340,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",35,,0,35,Other clothing materials and footwear (13 and 17),DOCCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,350,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",36,,0,36,Gasoline and other energy goods,DGOERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,360,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",37,,0,37,"Motor vehicle fuels, lubricants, and fluids (59)",DMFLRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,370,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",38,,0,38,Fuel oil and other fuels (29),DFULRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,380,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",39,,0,39,Other nondurable goods,DONGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,390,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",40,,0,40,Pharmaceutical and other medical products (40 and 41),DPHMRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,400,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",41,,0,41,"Recreational items (parts of 80, 92, and 93)",DREIRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,410,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",42,,0,42,Household supplies (parts of 32 and 36),DHOURA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,420,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",43,,0,43,Personal care products (part of 118),DOPCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,430,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",44,,0,44,Tobacco (127),DTOBRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,440,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",45,,0,45,"Magazines, newspapers, and stationery (part of 90)",DNEWRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,450,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",46,,0,46,Net expenditures abroad by U.S. residents (131),ZZZZZZ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,460,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",47,,0,47,Services,DSERRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,470,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",48,,0,48,Household consumption expenditures (for services),DHCERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,480,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",49,,0,49,Housing and utilities,DHUTRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,490,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",50,,0,50,Housing,DHSGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,500,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",51,,0,51,Rental of tenant-occupied nonfarm housing (20),DTENRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,510,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",52,,0,52,Imputed rental of owner-occupied nonfarm housing (21),DOWNRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,520,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",53,,0,53,Rental value of farm dwellings (22),DFARRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,530,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",54,,0,54,Group housing (23),DGRHRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,540,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",55,,0,55,Household utilities,DUTLRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,550,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",56,,0,56,Water supply and sanitation (25),DWRSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,560,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",57,,0,57,Electricity and gas,DELGRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,570,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",58,,0,58,Electricity (27),DELCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,580,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",59,,0,59,Natural gas (28),DGHERA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,590,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",60,,0,60,Health care,DHLCRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,600,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",61,,0,61,Outpatient services,DOUTRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,610,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",62,,0,62,Physician services (44),DPHYRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,620,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",63,,0,63,Dental services (45),DDENRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,630,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",64,,0,64,Paramedical services (46),DPMSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,640,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",65,,0,65,Hospital and nursing home services,DHPNRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,650,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",66,,0,66,Hospitals (51),DHSPRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,660,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",67,,0,67,Nursing homes (52),DNRSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,670,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",68,,0,68,Transportation services,DTRSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,680,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",69,,0,69,Motor vehicle services,DMVSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,690,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",70,,0,70,Motor vehicle maintenance and repair (60),DVMRRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,700,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",71,,0,71,Other motor vehicle services (61),DOVSRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,710,T20403
"Table 2.4.3. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes",72,,0,72,Public transportation,DPUBRA,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,720,T20403
